일자 ,재난유형,대상지역,송출내용,전송시간
2020-12-16,감염병 발생,강서구,"[강서구]12.16.(수) 강서구 확진자 1명(부산1363번) 추가 발생(오늘 총2명), 부산1295번 직장 접촉자, 마스크 착용 등 방역수칙 준수바랍니다.",2020-12-16 14:26
2020-12-16,감염병 발생,부산진구,"[부산진구청]부산진구 신규확진 5명,마스크 꼭 착용,모임 자제, 환기 등 개인,시설 방역수칙 준수로 코로나로부터 나와 가족, 이웃의 건강,안전을 지켜주십시오.",2020-12-16 14:31
2020-12-16,감염병 발생,금정구,"[금정구청]12.16(수) 금정구 코로나19 확진자 1명 발생, 모임 행사 자제, 마스크 착용 등 철저한 생활방역수칙 준수바랍니다.",2020-12-16 14:34
2020-12-16,감염병 발생,동래구,"[동래구청] 동래구 코로나19 확진자 7명 발생. 사회적 거리두기, 모임 행사 자제, 마스크 착용 등 철저한 방역수칙 준수 바랍니다.",2020-12-16 14:54
2020-12-16,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 12.7(월) 14:30~16:10 부산대학교병원 B동 2층 순환기내과 외래대기실 방문자는 인근 보건소에 상담바랍니다.(소독완료),2020-12-16 15:00
2020-12-16,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시] 12.7(월) 12:39 밥에김가담(서구 충무시장길 47, 1층) 6,000원 카드 결제한 1인은 인근 보건소에 상담바랍니다.(소독완료)",2020-12-16 15:00
2020-12-16,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시] 12.13(일) 18:24~19:05 맥도날드해운대DT점 2층 이용자 중 검은마스크,검은외투,안경착용, 현금결제한 남성은 보건소에 상담바랍니다.",2020-12-16 15:03
2020-12-16,감염병 발생,영도구,"[영도구청]12.16(수)발생한 영도구 코로나 확진자(부산-1362)의 접촉자 조사완료,영도구 지역내 공개동선은 없습니다.마스크착용 등 방역수칙 준수당부드립니다.",2020-12-16 18:33
2020-12-17,감염병 발생,기장군,"[기장군청] 코로나19 확진자 급증. 식당, 카페, PC방 등 관내 모든 사업장은 마스크 착용, 출입명부 작성 등 방역수칙을 준수바랍니다.",2020-12-17 9:59
2020-12-17,감염병 발생,기장군,[기장군청]12월17일 기장군28번 코로나19 신규확진자 1명 발생. 동선은 역학조사중입니다. 외출자제 및 실내외 마스크 착용필수 등 방역수칙 준수바랍니다.,2020-12-17 10:36
2020-12-17,감염병 발생,연제구,"[연제구청]연제구 코로나19 확진자 3명 추가 발생, 동선은 역학조사 중입니다. 모임 행사 자제, 밀폐공간 환기, 마스크 착용 철저, 방역수칙 준수 바랍니다.",2020-12-17 11:11
2020-12-17,감염병 발생,남구,[부산남구청] 12/17(목) 09:40경 남구 감만동 부산은행 앞길에서 여자분 핸드폰 받아서 위치 알려주신 남자 분은 보건소에서 상담 받으시기 바랍니다.,2020-12-17 13:22
2020-12-17,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.17(목)부산코로나19 신규확진40명(중3,동1,영도1,부산진5,동래9,남3,해운대5,사하2,금정2,연제3,수영1,사상1,기장1,요양병원2,기타1)",2020-12-17 13:30
2020-12-17,감염병 발생,금정구,"[금정구청]12.17(목) 금정구 코로나19 확진자 2명 발생, 모임 행사 자제, 마스크 착용 등 철저한 생활방역수칙 준수바랍니다.",2020-12-17 13:34
2020-12-17,감염병 발생,남구,[부산남구청] 12/17(목) 남구 코로나19 확진자 3명 발생. 마스크착용 및 모임·여행·외출자제 등 방역수칙 준수하여 우리 모두의 건강을 지켜주시기 바랍니다.,2020-12-17 13:40
2020-12-17,감염병 발생,동래구,"[동래구청] 동래구 코로나19 확진자 9명 발생. 사회적 거리두기, 모임 행사 자제, 마스크 착용 등 철저한 방역수칙 준수 바랍니다.",2020-12-17 13:41
2020-12-17,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.5(토)17:00~19:15,12.9(수)~12.12(토),12.14.(월)9:00~20:00삼거리식당(동구홍곡로57)방문자는 보건소 상담바랍니다.",2020-12-17 13:50
2020-12-17,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.9.(수)15:30~22:00, 12.10.(목)15:00~20:00 동래식당(동래구 동래시장길 14 동래시장상가1층) 이용자는 보건소검사바랍니다.",2020-12-17 13:52
2020-12-17,기타재난,동래구,"[동래구청][도로폐쇄 및 우회로 알림]12.17.부터 온천4재개발 도로공사로 금강로131번길(코끼리밀면~보라어린이집)폐쇄, 우회로(프랑스호텔~우리집원)이용바랍니다",2020-12-17 13:53
2020-12-17,감염병 발생,기장군,"[기장군청] 연말연초 행사, 모임, 여행, 외출 자제 및 실내외 마스크 착용 필수 등 방역수칙 준수바랍니다.",2020-12-17 14:00
2020-12-17,감염병 발생,부산진구,"[부산진구청]부산진구 신규확진 5명,마스크 꼭 착용,모임 자제, 환기 등 개인,시설 방역수칙 준수로 코로나로부터 나와 가족, 이웃의 건강,안전을 지켜주십시오.",2020-12-17 14:01
2020-12-17,감염병 발생,영도구,"[영도구청] 12.17.(목) 영도구 코로나 확진자1명(부산-1386) 발생, 역학조사 중으로 마스크 착용 및 손씻기 등 방역수칙 준수 당부드립니다.",2020-12-17 14:35
2020-12-17,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.09(수)~15(화) 남영1급자동차정비소 내에서 차, 음식을 드셨거나 마스크 미착용상태로 직원과 대화하신 분, 호흡기 유증상자는 보건소상담바랍니다.",2020-12-17 15:24
2020-12-17,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시]12.11.(금)09:05~9:54 시내버스1004번(차량번호71자3703)롯데호텔백화점(서면역)~경남은행역(김해) 이용자는 인근보건소에 방문상담바랍니다,2020-12-17 15:26
2020-12-17,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시]12.11.(금)15:19~16:03 시내버스1004번(번호71자3680) 경남은행역(김해)~롯데호텔백화점(서면역) 이용자는 인근보건소에 방문상담바랍니다,2020-12-17 15:29
2020-12-17,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.12.(토) 11:00경 동래봉생병원~동래구보건소 4,200원 현금 수납한 택시기사님은 동래구보건소로 연락 바랍니다.",2020-12-17 19:07
2020-12-17,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.12.(토) 11:30경 동래중학교~동래한전 4,800원 현금 수납한 택시기사님은 동래구보건소로 연락 바랍니다.",2020-12-17 19:07
2020-12-18,감염병 발생,기장군,"[기장군청] 코로나19 확진자 급증. 식당, 카페, PC방 등 관내 모든 사업장은 마스크 착용, 출입명부 작성 등 방역수칙을 준수바랍니다.",2020-12-18 10:08
2020-12-18,감염병 발생,남구,[부산남구청] 코로나19와 독감의 동시 유행 대비를 위한 남구민 무료 독감예방접종이 12.24.까지 시행됩니다. 남구보건소 홈페이지 공지사항 참고바랍니다.,2020-12-18 10:35
2020-12-18,감염병 발생,연제구,"[연제구청]연제구 코로나19 확진자 2명 추가 발생, 모임 행사 자제, 밀폐공간 환기, 마스크 착용 철저, 방역수칙 준수 바랍니다.",2020-12-18 11:14
2020-12-18,감염병 발생,북구,[북구청]12.18(금) 북구 확진자 1명 발생(부산진구 확진자와 접촉). 연말연시 각종 모임 행사 자제 및 마스크 착용 등 방역수칙 준수바랍니다.,2020-12-18 11:48
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 12.11(금) 15:10~15:50 시내버스 82번 부산진역~청학초등학교 노선 이용자 중 코로나 증상이 있으신 분은 인근 보건소에 상담바랍니다.,2020-12-18 12:02
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 12.12(토) 11:01~11:33 시내버스59번 부산진역~서부시외버스터미널(사상역) 노선 이용자 중 코로나 증상이 있으신 분은 보건소 상담바랍니다.,2020-12-18 12:03
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시]12.12.(토) 11:55~12:33시내버스 8번 서부시외버스터미널(사상역)-영도우체국 노선 이용하신 분 중 증상이 있으신 분은 보건소에 상담바랍니다.,2020-12-18 12:09
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시]12.10(목) 14:34~15:23 부산대학교병원 C동 3층 소화기내과 외래대기실 방문자는 인근 보건소에 상담 바랍니다.(소독완료),2020-12-18 12:11
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12/5,7,8일 05:30~08:55 그린탕(수영구 광일로 49) 여탕 방문자는 관할 보건소 상담바랍니다. (소독완료)",2020-12-18 12:13
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12/9,11 오전 05:30~09:10 그린탕(수영구 광일로 49) 여탕 방문자는 관할 보건소 상담바랍니다. (소독완료)",2020-12-18 12:15
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 12/13 오전 05:00~08:00 그린탕(수영구 광일로 49) 여탕 방문자는 관할 보건소 상담바랍니다. (소독완료),2020-12-18 12:17
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 12/14 오전 07:00~08:30 그린탕(수영구 광일로 49) 여탕 방문자는 관할 보건소 상담바랍니다. (소독완료),2020-12-18 12:18
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 12/16 오전 06:30~08:20 그린탕(수영구 광일로 49) 여탕 방문자는 관할 보건소 상담바랍니다. (소독완료),2020-12-18 12:20
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시] 12.12(토) 11:00경 동래봉생병원(내원자 아님)~동래구보건소 4,200원 현금 수납한 택시기사님은 동래구보건소로 연락 바랍니다.",2020-12-18 12:24
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.18(금)코로나19 신규확진자35명(사하3,부산진2,수영6,해운대6,동2,남3,동래2,북1,강서1,사상3,연제2,서1,타지역1,요양병원2)입니다.",2020-12-18 13:31
2020-12-18,감염병 발생,남구,[부산남구청] 12/18(금) 남구 코로나19 확진자 3명 발생. 마스크착용 및 모임·여행·외출자제 등 방역수칙 준수하여 우리 모두의 건강을 지켜주시기 바랍니다.,2020-12-18 13:36
2020-12-18,감염병 발생,강서구,"[강서구]12.18.(금) 강서구 확진자 1명 추가 발생(부산1442번), 확진자 접촉으로 자가격리중 확진, 접촉자 없음, 마스크 착용 등 방역수칙 준수바랍니다.",2020-12-18 13:41
2020-12-18,감염병 발생,동래구,"[동래구청] 동래구 코로나19 확진자 2명 발생. 사회적 거리두기, 모임 행사 자제, 마스크 착용 등 철저한 방역수칙 준수 바랍니다.",2020-12-18 13:42
2020-12-18,감염병 발생,동구,[동구청] 12.18.(금) 동구 신규 확진 2명. 감기 등 증상 발생시 먼저 선별진료소에서 검사 받으시고 결과 확인 후 일반병원 방문 진료 바랍니다.,2020-12-18 13:48
2020-12-18,감염병 발생,기장군,"[기장군청] 연말연초 행사, 모임, 여행, 외출 자제 및 실내외 마스크 착용 필수 등 방역수칙 준수바랍니다.",2020-12-18 13:49
2020-12-18,감염병 발생,부산진구,"[부산진구청] 부산진구 신규확진 2, 마스크 착용, 지인소모임 자제, 자주 환기 등 개인시설 방역수칙 준수로 나와 가족, 이웃의 건강과 안전을 지켜주십시오.",2020-12-18 13:54
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시] 12.9(수) 10:00~10:20경 부민병원 앞~금곡주공3단지아파트 정문 7,500원 현금 수납한 택시기사는 북구 보건소에 상담바랍니다.",2020-12-18 15:38
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 12.16(수) 04:30~17:00 34바4074 택시 탑승객은 인근 보건소에 상담바랍니다.,2020-12-18 15:39
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 12.12(토) 11:17~11:48 일반버스110-1번 롯데호텔백화점(서면역)~온천장역.SK허브스카이 탑승객은 보건소에 상담바랍니다.(소독완료),2020-12-18 15:40
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.9(수)19:10~20:40, 12.10(목)17:20~18:50 동진스포렉스(남구황령대로319번가길137)여탕이용자는보건소상담바랍니다.(소독완료)",2020-12-18 17:50
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.11(금)17:40~19:10, 12.13(일)11:00~12:30동진스포렉스(남구황령대로319번가길137)여탕이용자는보건소상담바랍니다.(소독완료)",2020-12-18 17:51
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 12.14(월) 17:40~19:10 동진스포렉스(남구 황령대로319번가길 137) 여탕 이용자는 인근 보건소에 상담바랍니다.(소독완료),2020-12-18 17:51
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.4.(금) 7:00~22:35, 12.5.(토) 7:00~22:10 37바2127 택시 이용객은 인근 보건소에 상담 바랍니다.",2020-12-18 18:42
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.7.(월) 7:00~22:05, 12.8.(화) 7:00~20:22 37바2127 택시 이용객은 인근 보건소에 상담 바랍니다.",2020-12-18 18:44
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.9.(수) 9:00~11:30, 12.11.(금) 7:00~20:20 37바2127 택시 이용객은 인근 보건소에 상담 바랍니다.",2020-12-18 18:46
2020-12-18,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.15.(화) 7:00~21:35, 12.16.(수) 7:00~18:42 37바2127 택시 이용객은 인근 보건소에 상담 바랍니다.",2020-12-18 18:47
2020-12-19,감염병 발생,기장군,"[기장군청] 코로나19 확진자 급증. 식당, 카페, PC방 등 관내 모든 사업장은 마스크 착용, 출입명부 작성 등 방역수칙을 준수바랍니다.",2020-12-19 10:00
2020-12-19,감염병 발생,사상구,"[사상구청] 코로나19 확진자 4명 발생(확진자 가족). 사회적 거리두기, 모임 행사 자제, 마스크 착용 등 철저한 방역수칙 준수 바랍니다.",2020-12-19 10:25
2020-12-19,감염병 발생,연제구,"[연제구청]연제구 코로나19 확진자 2명 추가 발생, 모임 행사 자제, 밀폐공간 환기, 마스크 착용 철저, 방역수칙 준수 바랍니다.",2020-12-19 11:41
2020-12-19,감염병 발생,영도구,"[영도구청] 12.18.(금) 영도구 코로나 확진자 1명(부산-1453)발생, 역학조사 중으로 마스크 착용 및 손씻기 등 방역수칙 준수 당부드립니다.",2020-12-19 12:00
2020-12-19,감염병 발생,북구,[북구청] 12.19(토) 북구 확진자 1명 발생. 동선은 역학조사 후 공개 예정. 연말연시 각종 모임 행사 자제 및 마스크 착용 등 방역수칙 준수바랍니다.,2020-12-19 12:50
2020-12-19,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시] 12.19(토) 부산 신종코로나19 신규확진자는 22명(사하10,수영1,영도1,부산진1,사상4,연제2,동1,북1,해운대1)입니다.",2020-12-19 13:56
2020-12-19,감염병 발생,기장군,"[기장군청] 연말연초 행사, 모임, 여행, 외출 자제 및 실내외 마스크 착용 필수 등 방역수칙 준수바랍니다.",2020-12-19 13:57
2020-12-19,감염병 발생,부산진구,"[부산진구청] 부산진구 신규확진 1명, 마스크 착용, 연말모임 자제, 자주 환기 등 개인,시설 방역수칙 준수로 나와 가족, 이웃의 건강, 안전을 지켜주십시오.",2020-12-19 14:01
2020-12-19,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시] 12.17.(목) 12:15~13:35 한진식당(동구 조방로49번길 13) 방문자는 인근 보건소에 상담 바랍니다.(소독완료),2020-12-19 14:35
2020-12-20,감염병 발생,기장군,"[기장군청] 코로나19 확진자 급증. 식당, 카페, PC방 등 관내 모든 사업장은 마스크 착용, 출입명부 작성 등 방역수칙을 준수바랍니다.",2020-12-20 9:59
2020-12-20,감염병 발생,사상구,"[사상구청] 12.20.(일) 사상구 확진자 1명 발생(자가격리자). 사회적 거리두기, 모임 행사 자제, 마스크 착용 등 철저한 방역수칙 준수 바랍니다.",2020-12-20 10:01
2020-12-20,감염병 발생,기장군,[기장군청] 12월 20일 기장군29번 코로나19 신규확진자 1명 발생. 동선은 역학조사중입니다. 외출자제 및 실내외 마스크 착용필수 등 방역수칙 준수바랍니다.,2020-12-20 11:16
2020-12-20,감염병 발생,북구,[북구청] 12.20(일) 북구 확진자 3명 발생(12.19.확진자의 가족 3). 연말연시 각종 모임 행사 자제 및 방역수칙 준수 바랍니다.,2020-12-20 12:27
2020-12-20,감염병 발생,연제구,"[연제구청]연제구 코로나19 확진자 1명 추가 발생, 모임 행사 자제, 밀폐공간 환기, 마스크 착용 철저, 방역수칙 준수 바랍니다.",2020-12-20 13:22
2020-12-20,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.20(일) 부산코로나19 신규확진자35명(금정1, 연제1,수영2,남구2,북구3,동래2,부산진4,사하2,사상1,해운대2,기장1,요양병원14)입니다.",2020-12-20 13:30
2020-12-20,감염병 발생,금정구,"[금정구청]12.20(일) 금정구 코로나19 확진자 1명 발생, 모임 행사 자제, 마스크 착용 등 철저한 생활방역수칙 준수바랍니다.",2020-12-20 13:34
2020-12-20,감염병 발생,부산진구,"[부산진구청] 부산진구 신규확진 4명. 마스크 착용, 연말모임 자제, 자주 환기 등 개인,시설 방역수칙 준수로 나와 가족, 이웃의 건강과 안전을 지켜주십시오.",2020-12-20 13:54
2020-12-20,감염병 발생,기장군,"[기장군청] 연말연초 행사, 모임, 여행, 외출 자제 및 실내외 마스크 착용 필수 등 방역수칙 준수바랍니다.",2020-12-20 14:02
2020-12-20,감염병 발생,동래구,"[동래구청] 동래구 코로나19 확진자 2명 발생. 사회적 거리두기, 모임 행사 자제, 마스크 착용 등 철저한 방역수칙 준수 바랍니다.",2020-12-20 14:04
2020-12-20,감염병 발생,남구,[부산남구청] 12/20(일) 남구 코로나19 확진자 2명 발생. 마스크착용 및 모임·여행·외출자제 등 방역수칙 준수하여 우리 모두의 건강을 지켜주시기 바랍니다.,2020-12-20 14:38
2020-12-20,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시] 12.13(일) ~ 12.14(월) PC쿠치나(양정동점) (부산진구 중앙대로 902, 2층, 양정동) 방문자는 인근 보건소에 상담 바랍니다.(소독완료)",2020-12-20 16:58
2020-12-21,감염병 발생,사상구,"[사상구청] 12.21.(월) 코로나19 확진자 1명 발생(확진자 가족). 사회적 거리두기, 모임 행사 자제, 마스크 착용 등 철저한 방역수칙 준수 바랍니다.",2020-12-21 9:51
2020-12-21,감염병 발생,연제구,"[연제구청]연제구 코로나19 확진자 1명 추가 발생, 모임 행사 자제, 밀폐공간 환기, 마스크 착용 철저, 방역수칙 준수 바랍니다.",2020-12-21 9:52
2020-12-21,감염병 발생,기장군,"[기장군청] 코로나19 확진자 급증. 식당, 카페, PC방 등 관내 모든 사업장은 마스크 착용, 출입명부 작성 등 방역수칙을 준수바랍니다.",2020-12-21 10:01
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시]11.27(금)∼11.28(토) 상주시 화서면 소재 BTJ 열방센터를 방문하신 분은 가까운 보건소 상담 받으시기 바랍니다.,2020-12-21 10:55
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시]11.27(금)일 이후 상주시 화서면 소재 BTJ 열방센터를 방문하신 분은 가까운 보건소 상담 받으시기 바랍니다.,2020-12-21 11:20
2020-12-21,감염병 발생,북구,[북구청]12.21(월) 북구 확진자 1명 발생(확진자의 가족). 자가격리중 확진으로 이동 동선 없음. 연말연시 각종 모임 행사 자제 및 방역수칙 준수바랍니다.,2020-12-21 11:31
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시]12.11.(금) 07:00~07:15경 충무동해안시장 인근~구 성분도병원 뒷길 현금 수납한 택시기사님은 보건소 상담 바랍니다.,2020-12-21 12:58
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12.21(월) 코로나19 신규 확진자 25명(해운대3, 북1, 금정6, 남3, 동래2, 연제1, 사상2, 부산진5, 강서1, 타지역1)입니다.",2020-12-21 13:31
2020-12-21,감염병 발생,동래구,"[동래구청]동래구 코로나19 확진자 2명 발생. 사회적 거리두기, 모임 행사 자제, 마스크 착용 등 철저한 방역수칙 준수 바랍니다.",2020-12-21 13:35
2020-12-21,감염병 발생,금정구,"[금정구청]12.21(월) 금정구 코로나19 확진자 6명 발생, 모임 행사 자제, 마스크 착용 등 철저한 생활방역수칙 준수바랍니다.",2020-12-21 13:35
2020-12-21,감염병 발생,강서구,[강서구]12.21.(월) 강서구 확진자 1명 발생(부산1531번 감염원 조사중) 연말연시 각종 모임·행사자제 및 마스크 상시착용 등 방역수칙 준수바랍니다.,2020-12-21 13:39
2020-12-21,감염병 발생,남구,[부산남구청] 12/21(월) 남구 코로나19 확진자 3명 발생. 마스크착용 및 모임·여행·외출자제 등 방역수칙 준수하여 우리 모두의 건강을 지켜주시기 바랍니다.,2020-12-21 13:44
2020-12-21,감염병 발생,기장군,"[기장군청] 연말연초 행사, 모임, 여행, 외출 자제 및 실내외 마스크 착용 필수 등 방역수칙 준수바랍니다.",2020-12-21 13:57
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]12/17 10:22~11:26 현대자동차 블루핸즈 마이카써비스(동구 성남로 39, 좌천동)사무실·고객쉼터 이용객은 인근보건소에 상담바랍니다.(소독완료)",2020-12-21 14:31
2020-12-21,감염병 발생,사하구,"[사하구청] 12.12.(토) 13:41 사하구 새신평에서 신평으로 4,200원 카드 수납한 택시 운전기사님께서는 보건소 상담바랍니다.",2020-12-21 16:37
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군",[부산시]12.8.(화) 14:10~14:34 롯데리아 부산역점(동구 중앙대로 201) 방문자 중  창가에 앉으셨던 두 분은  보건소에 상담 바랍니다.(소독완료),2020-12-21 17:38
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]2020.12.15.(화) 15:50경 충렬사 인근~동래구보건소 5,000원 카드 결제한 택시기사님은 동래구보건소로 연락 바랍니다.",2020-12-21 17:40
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]2020.12.15.(화) 16:30경 동래구보건소~충렬사 인근 5,400원 카드 결제한 택시기사님은 동래구보건소로 연락 바랍니다.",2020-12-21 17:40
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]2020.12.16.(수) 14:00경 원동IC 인근~동래구보건소 5,000원 현금 수납한 택시기사님은 동래구보건소로 연락 바랍니다.",2020-12-21 17:41
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]2020.12.12.(토) 17:38경 사직초등학교 인근~동래세무서 인근 5,500원 카드 결제한 택시기사님은 동래구보건소로 연락 바랍니다.",2020-12-21 17:41
2020-12-21,감염병 발생,"부산광역시,중구,서구,동구,영도구,부산진구,동래구,남구,북구,해운대구,사하구,금정구,강서구,연제구,수영구,사상구,기장군","[부산시]2020.12.13.(일) 00:18경 동래세무서 인근~사직초등학교 인근 6,360원 카드 결제한 택시기사님은 동래구보건소로 연락 바랍니다.",2020-12-21 17:42
